Index,Tipo,Quantita,Rumore,Neuroni,Matrice,Epoche,Output,FID_Totale,FID_Relativo,Precisione,Richiamo,Densita,Copertura,Batch
215,2people,20.0,False,17,greg,3000,64,3.4960860529052424,-100.0,0.90625,0.005,0.18125,0.0025,
216,2people,20.0,False,21,greg,3000,64,2.51266892020982,-100.0,0.890625,0.0025,0.178125,0.0025,
217,2people,20.0,False,5,greg,3000,64,10.003919506120615,-100.0,0.609375,0.0,0.340625,0.02,
218,2people,20.0,False,9,greg,3000,64,3.885173096706144,-100.0,0.71875,0.0,0.2875,0.015,
219,2people,20.0,False,13,greg,3000,64,2.6035981530640457,-100.0,0.78125,0.0,0.325,0.0175,
220,2people,20.0,False,17,greg,3000,64,1.8788101641736417,-100.0,0.890625,0.0,0.296875,0.0175,
221,2people,20.0,False,21,greg,3000,64,1.7061340382602697,-100.0,0.90625,0.0,0.3375,0.0125,
222,2people,20.0,False,5,greg,3000,64,8.625815067715742,-100.0,0.59375,0.0,0.346875,0.0175,
223,2people,20.0,False,9,greg,3000,64,2.9360371578068767,-100.0,0.65625,0.0,0.2875,0.0175,
224,2people,20.0,False,13,greg,3000,64,2.095721237694267,-100.0,0.578125,0.0,0.284375,0.0175,
225,2people,20.0,False,17,greg,3000,64,1.7693333608962156,-100.0,0.59375,0.0,0.221875,0.015,
226,2people,20.0,False,21,greg,3000,64,1.6081806284123408,-100.0,0.4375,0.0,0.23125,0.02,
227,2people,20.0,False,5,greg,3000,64,9.79669907337984,-100.0,0.40625,0.0,0.153125,0.015,
228,2people,20.0,False,9,greg,3000,64,3.765932493515821,-100.0,0.65625,0.0,0.25,0.0125,
229,2people,20.0,False,13,greg,3000,64,2.5998063635833613,-100.0,0.765625,0.0,0.21875,0.01,
230,2people,20.0,False,17,greg,3000,64,2.069047199628101,-100.0,0.921875,0.0,0.259375,0.015,
231,2people,20.0,False,21,greg,3000,64,1.86699627333488,-100.0,0.90625,0.0,0.203125,0.0075,
232,2people,20.0,False,5,greg,3000,64,7.342680941011559,-100.0,0.359375,0.0,0.221875,0.015,
233,2people,20.0,False,9,greg,3000,64,2.4584366266863054,-100.0,0.09375,0.0,0.06875,0.0125,
234,2people,20.0,False,13,greg,3000,64,1.800417612825214,-100.0,0.03125,0.0,0.015625,0.01,
235,2people,20.0,False,17,greg,3000,64,1.631454537670459,-100.0,0.0,0.0,0.0,0.0,
236,2people,20.0,False,21,greg,3000,64,1.5753580923753487,-100.0,0.0,0.0,0.0,0.0,
237,random20,,False,5,greg,3000,64,8.00306079769663,-100.0,0.78125,0.0,0.45625,0.0225,20.0
238,random20,,False,9,greg,3000,64,2.6652308877139355,-100.0,0.859375,0.0,0.540625,0.0225,20.0
239,random20,,False,13,greg,3000,64,1.8268167557809476,-100.0,0.9375,0.0,0.546875,0.02,20.0
240,random20,,False,17,greg,3000,64,1.652015669865638,-100.0,0.90625,0.0,0.496875,0.02,20.0
241,random20,,False,21,greg,3000,64,1.6311769731138153,-100.0,0.953125,0.0,0.3625,0.02,20.0
242,random20,,False,5,greg,3000,64,11.287503221719652,-100.0,0.46875,0.0,0.353125,0.02,20.0
243,random20,,False,9,greg,3000,64,4.2436556970125885,-100.0,0.5625,0.0,0.496875,0.015,20.0
244,random20,,False,13,greg,3000,64,2.513311384230356,-100.0,0.5625,0.0,0.546875,0.0125,20.0
245,random20,,False,17,greg,3000,64,1.7695942553932895,-100.0,0.6875,0.0,0.6843750000000001,0.015,20.0
